0	128000
1	271
2	284
3	8563
4	426
5	11206
6	466
7	284
8	77425
9	8563
10	426
11	11206
12	466
13	374
14	459
15	6498
16	4632
17	1174
18	12707
19	323
20	34596
21	12360
22	662
23	1283
24	1047
25	264
26	8810
27	571
28	12
29	31
30	40500
31	3560
32	389
33	279
34	12707
35	4101
36	578
37	8766
38	304
39	220
40	1049
41	15
42	662
43	1115
44	574
45	8272
46	555
47	264
48	40500
49	3560
50	304
51	279
52	1514
53	6385
54	2439
55	5439
56	555
57	22021
58	77023
59	1174
60	902
61	574
62	10887
63	304
64	220
65	1049
66	16
67	520
68	279
69	16591
70	7301
71	27315
72	662
73	1283
74	1047
75	264
76	8810
77	3560
78	304
79	279
80	12707
81	4101
82	20819
83	3842
84	1611
85	291
86	304
87	220
88	1049
89	17
90	662
91	763
92	220
93	1049
94	19
95	426
96	11206
97	466
98	27212
99	264
100	3560
101	439
102	330
103	29517
104	330
105	304
106	279
107	9417
108	330
109	71166
110	364
111	82
112	15457
113	330
114	315
115	279
116	12707
117	4101
118	578
119	5843
120	38725
121	2652
122	568
123	59335
124	16662
125	20142
126	4488
127	27191
128	323
129	43423
130	15385
131	18843
132	662
133	1283
134	574
135	6445
136	304
137	279
138	220
139	1049
140	20
141	34596
142	54248
143	315
144	279
145	26241
146	93401
147	1514
148	44662
149	50940
150	1174
151	902
152	574
153	10887
154	520
155	279
156	46506
157	27315
158	304
159	72098
160	323
161	279
162	11258
163	1291
164	39520
165	17367
166	304
167	7295
168	662
169	1283
170	574
171	15910
172	555
173	3842
174	68573
175	323
176	59335
177	16662
178	7505
179	1254
180	819
181	675
182	1174
183	51075
184	1901
185	12997
186	1174
187	14253
188	18206
189	1174
190	56230
191	24852
192	417
193	1174
194	60410
195	81764
196	323
197	68134
198	11166
199	662
200	15073
201	763
202	220
203	1049
204	21
205	1174
206	426
207	11206
208	466
209	59335
210	16662
211	1254
212	819
213	675
214	304
215	279
216	1514
217	94836
218	5439
219	555
220	4488
221	46207
222	28607
223	662
224	1283
225	9922
226	389
227	264
228	220
229	1049
230	21
231	9417
232	315
233	279
234	12707
235	4101
236	1174
237	54943
238	1174
239	8272
240	555
241	264
242	3560
243	304
244	279
245	220
246	1049
247	22
248	34596
249	5788
250	315
251	2650
252	311
253	71727
254	15910
255	555
256	28978
257	648
258	432
259	85534
260	662
261	2650
262	311
263	71727
264	574
265	10887
266	520
267	14409
268	27315
269	304
270	279
271	7295
272	85303
273	315
274	473
275	43157
276	44774
277	323
278	48550
279	5721
280	662
281	426
282	11206
283	466
284	59335
285	304
286	1403
287	12631
288	304
289	220
290	1049
291	23
292	1174
293	6187
294	4238
295	4997
296	31304
297	555
298	57337
299	12366
300	2009
301	546
302	72
303	1174
304	323
305	4418
306	798
307	54275
308	15910
309	555
310	12225
311	398
312	89453
313	662
314	763
315	3297
316	220
317	1049
318	23
319	1174
320	426
321	11206
322	466
323	1903
324	264
325	8810
326	11341
327	389
328	264
329	1403
330	571
331	12
332	31
333	961
334	9417
335	15952
336	315
337	279
338	12707
339	4101
340	468
341	1802
342	279
343	15371
344	1174
345	8272
346	555
347	459
348	11341
349	389
350	279
351	12707
352	4101
353	29878
354	86493
355	304
356	6841
357	220
358	1049
359	23
360	662
361	1283
362	1047
363	264
364	46350
365	3560
366	304
367	5899
368	18243
369	315
370	279
371	12707
372	4101
373	49922
374	1919
375	304
376	220
377	679
378	15
379	1174
380	439
381	330
382	735
383	40608
384	69168
385	330
386	662
387	426
388	11206
389	466
390	59335
391	304
392	279
393	220
394	679
395	16
396	4632
397	25145
398	85375
399	15910
400	555
401	12366
402	2009
403	546
404	72
405	662
406	77425
407	284
408	284
409	41576
410	284
411	284
412	23535
413	1432
414	284
415	284
416	284
417	220
418	1049
419	15
420	1389
421	220
422	1049
423	20
424	284
425	284
426	284
427	77425
428	763
429	220
430	1049
431	15
432	426
433	11206
434	466
435	1047
436	264
437	8810
438	571
439	12
440	31
441	40500
442	3560
443	389
444	279
445	12707
446	4101
447	578
448	8766
449	2652
450	568
451	45877
452	330
453	10016
454	4366
455	894
456	330
457	304
458	279
459	9417
460	1174
461	330
462	763
463	23088
464	43396
465	330
466	662
467	426
468	11206
469	466
470	59335
471	439
472	330
473	10016
474	330
475	304
476	279
477	1514
478	6385
479	2439
480	5439
481	555
482	22021
483	77023
484	1174
485	902
486	574
487	10887
488	304
489	220
490	1049
491	16
492	520
493	279
494	16591
495	7301
496	27315
497	662
498	362
499	3477
500	315
501	426
502	11206
503	466
504	364
505	82
506	5178
507	304
508	578
509	22765
510	389
511	7418
512	7633
513	1461
514	439
515	330
516	77104
517	95072
518	330
519	304
520	279
521	3560
522	1174
523	323
524	568
525	4036
526	9200
527	8544
528	304
529	578
530	42769
531	1174
532	323
533	57202
534	12028
535	662
536	1283
537	9922
538	304
539	279
540	12707
541	4101
542	20819
543	3842
544	1611
545	291
546	304
547	220
548	1049
549	17
550	439
551	330
552	2758
553	336
554	1676
555	1800
556	425
557	330
558	304
559	279
560	9417
561	330
562	31597
563	64412
564	72
565	2301
566	330
567	1174
568	323
569	1047
570	264
571	3560
572	439
573	264
574	2204
575	3752
576	330
577	79479
578	57493
579	330
580	389
581	578
582	8766
583	662
584	15073
585	1283
586	1047
587	264
588	46350
589	3560
590	304
591	220
592	1049
593	18
594	389
595	1403
596	18243
597	315
598	578
599	8766
600	1174
601	439
602	3752
603	330
604	58280
605	8650
606	330
607	662
608	763
609	220
610	1049
611	19
612	426
613	11206
614	466
615	27212
616	264
617	3560
618	439
619	330
620	29517
621	330
622	304
623	279
624	9417
625	330
626	71166
627	364
628	82
629	15457
630	330
631	315
632	279
633	12707
634	4101
635	578
636	5843
637	38725
638	2652
639	568
640	59335
641	16662
642	20142
643	4488
644	27191
645	323
